lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
51.59,0.42,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,-0.31,Na,Na,Na,Na,Na,Na,Na,Na
51.71,-0.34,Na,Na,Na,Na,Na,Na,Na,Na
51.59,-0.53,Gerrards Cross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.78,0.17,Chalk Lane,Na,Na,Na,Na,Na,Na,['route']
51.55,0.14,109-153 St Georges Rd,Reiki,"['gym', 'health', 'point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",Na,Na,['route']
51.57,0.48,Dengayne,Basildon Removals,"['moving_company', 'point_of_interest', 'establishment']",Basildon,"['locality', 'political']",Na,Na,['route']
51.58,0.4,Na,Na,Na,Na,Na,Na,Na,Na
51.63,0.08,Grange Farm Lane,London Square Chigwell Village,"['point_of_interest', 'establishment']",Chigwell,"['locality', 'political']",Na,Na,['route']
51.88,0.87,6-8 Van Dyck Rd,Handy Fisher Court,"['transit_station', 'point_of_interest', 'establishment']",Handy Fisher Court,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",['route']
51.89,0.87,7 Glen Ave,Glen Avenue,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Glen Avenue,"['transit_station', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",['route']
51.62,0.08,20-48 Courtland Dr,Chigwell,"['locality', 'political']",Na,Na,Na,Na,['route']
52.07,1.27,Main Road,Martlesham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.86,41-57 Ambrose Ave,Rudsdale Way,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",Na,Na,['route']
51.55,0.16,Dagenham,JMR Section Benders Ltd,"['point_of_interest', 'establishment']",Hunter Property Maintenance Ltd,"['general_contractor', 'point_of_interest', 'establishment']",Toolstation Dagenham,"['hardware_store', 'store', 'point_of_interest', 'establishment']","['locality', 'political']"
51.97,0.98,Ipswich Road,Dedham Vale AONB,"['premise', 'park', 'point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
51.52,-0.03,128-187 Wager St,BlundaBus,"['point_of_interest', 'establishment']",www.businessosiris99.Co.UK,"['point_of_interest', 'establishment']",John Riley House,"['point_of_interest', 'establishment']",['route']
51.45,0.27,Dartford,Worcester Park,"['park', 'point_of_interest', 'establishment']",Stone,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,"['locality', 'political']"
51.57,0.62,Saint Michael's Road,Na,Na,Na,Na,Na,Na,['route']
51.62,0.34,8-50 Long Meadow,Poppies Bed and Breakfast,"['lodging', 'point_of_interest', 'establishment']",Brentwood,"['locality', 'political']",Na,Na,['route']
51.63,0.24,Brentwood,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,0.28,Riverview Road,Herbal Inn Chinese Medicines,"['health', 'point_of_interest', 'establishment']",Officers Club,"['clothing_store', 'store', 'point_of_interest', 'establishment']",Fuel Today Limited,"['point_of_interest', 'establishment']",['route']
51.54,-0.04,Victoria Park Road,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.59,0.05,7-2 Claybury Broadway,Ladbrokes,"['point_of_interest', 'establishment']",The Memorial Partnership,"['general_contractor', 'point_of_interest', 'establishment']",Norman Goldberg Butcher Ltd,"['store', 'food', 'point_of_interest', 'establishment']",['route']
51.54,0.3,North Ockendon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,0.23,Berwick Pond Road,Upminster,"['locality', 'political']",Na,Na,Na,Na,['route']
51.48,0.02,137-193 Westcombe Hill,Convince,"['point_of_interest', 'establishment']",Arty Invites,"['store', 'point_of_interest', 'establishment']",Ginkgo Financial,"['finance', 'point_of_interest', 'establishment']",['route']
51.59,0.26,Warley Road,Upminster,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.55,Na,Na,Na,Na,Na,Na,Na,Na
51.48,0.26,Purfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,-0.15,15-20 Winterburn Cl,Cedar Stationers,"['store', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.62,0.56,A130,Na,Na,Na,Na,Na,Na,['route']
51.52,0,6-5 South Cres,Scaffolding Access Ltd,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.63,-0.08,46-34 Hydefield Cl,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,0.52,Sandon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.01,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.9,0.91,Mile End,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.4,0.21,Sutton at Hone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.7,0.25,Na,Na,Na,Na,Na,Na,Na,Na
51.6,0.42,Billericay,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,-0.04,Kingsfield Drive,Regional Open Space (Belmore Playing Fields),"['park', 'premise', 'point_of_interest', 'establishment']",Enfield,"['locality', 'political']",Na,Na,['route']
51.61,0.42,Billericay,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,-0.36,Bricket Wood,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.75,0.13,Harlow,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.5,Slough Road,Iver,"['locality', 'political']",Na,Na,Na,Na,['route']
51.77,0.16,Na,Na,Na,Na,Na,Na,Na,Na
51.63,0.28,Brentwood,South Weald Cricket Club Ground,"['premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.45,0.03,The Groom Room Eltham,Sidcup Road,['route'],Big Yellow Self Storage Eltham,"['moving_company', 'storage', 'point_of_interest', 'establishment']",Pets at Home Eltham,"['pet_store', 'store', 'point_of_interest', 'establishment']","['point_of_interest', 'establishment']"
51.63,0.38,Brentwood,Hutton,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.54,0.24,Upminster,Bonnetts Wood,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.47,0.27,Grays,Oil Storage Depot,"['premise', 'storage', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.5,0.31,Well Lane,Fields of Peace,"['park', 'premise', 'point_of_interest', 'establishment']",North Stifford,"['locality', 'political']",Na,Na,['route']
51.65,0.54,Marks Lane,Na,Na,Na,Na,Na,Na,['route']
51.62,-0.1,Park Avenue,Pablo i asia,"['lodging', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.44,0.28,Bluewater Parkway,Dartford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.66,-0.49,Rickmansworth,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.29,Great Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.72,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.41,-0.54,62 Muckhatch Ln,Thorpe,"['locality', 'political']",Na,Na,Na,Na,['route']
51.43,0.28,Bean,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,-0.07,G & O Motors,G N O Motors Ltd,"['car_repair', 'point_of_interest', 'establishment']",Hunt Skips,"['point_of_interest', 'establishment']",78-74 Pretoria Rd N,['route'],"['car_repair', 'point_of_interest', 'establishment']"
51.57,0.09,40-22 Mafeking Ave,Shopfronts Shutters London,"['point_of_interest', 'establishment']",chauffeur london,"['point_of_interest', 'establishment']",Ilford,"['locality', 'political']",['route']
51.64,-0.51,Chorleywood,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,-0.46,Sarratt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,0.3,South Ockendon,Fields of Peace,"['park', 'premise', 'point_of_interest', 'establishment']",North Stifford,"['locality', 'political']",Na,Na,"['locality', 'political']"
51.58,-0.54,Gerrards Cross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,-0.21,Potters Bar,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,-0.24,7 Crossoaks Ln,Na,Na,Na,Na,Na,Na,['route']
51.65,0.12,7-13 Orchid Cl,Martha Lutterodt,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",J E Electrical,"['electrician', 'point_of_interest', 'establishment']",Abridge,"['locality', 'political']",['route']
51.49,-0.2,London,Hammersmith,"['neighborhood', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.04,1.19,20-14 Nansen Rd,Ipswich,"['locality', 'political']",Na,Na,Na,Na,['route']
52.03,1.22,5 Wentworth Rd,Buildbase,"['store', 'point_of_interest', 'establishment']",Henbrandt Ltd,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Soler & Palau,"['point_of_interest', 'establishment']",['route']
51.71,0.24,Chipping Ongar,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,0.08,112-124 B173,Chigwell,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,0.86,Barbour Gardens,Taylor-Made Tans,"['beauty_salon', 'point_of_interest', 'establishment']",C & R,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",['route']
52.06,1.13,Whittle Road,Falcon Windows Ltd,"['general_contractor', 'point_of_interest', 'establishment']",Brook House Volvo Parts,"['car_repair', 'store', 'point_of_interest', 'establishment']","Dents and Scuffs Car Body Repair In Ipswich, Suffolk.","['car_repair', 'point_of_interest', 'establishment']",['route']
51.62,0.03,7-13 The Dell,B K Recovery,"['car_repair', 'point_of_interest', 'establishment']",Woodford,"['locality', 'political']",Na,Na,['route']
51.55,0.67,Manchester Drive,Our Lady of Lourdes Roman Catholic Primary School,"['school', 'point_of_interest', 'establishment']",Our Lady of Lourdes Catholic Primary School,"['school', 'point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",['route']
52.05,1.14,Gippeswyk Avenue,Ipswich,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.85,Colchester,Colchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.47,3-40 Fair Mead,Basildon Careline,"['point_of_interest', 'establishment']",Bringurbling,"['jewelry_store', 'store', 'point_of_interest', 'establishment']",My HPI,"['car_dealer', 'store', 'point_of_interest', 'establishment']",['route']
51.55,0.47,Fobbing,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.03,1.15,Na,Na,Na,Na,Na,Na,Na,Na
51.62,-0.08,105-129 Windmill Rd,Hobbs Training and Consultancy,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.9,0.88,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.600006,-0.033295,7 Folly Ln,William Morris School,"['school', 'point_of_interest', 'establishment']",Sparkling Stars Nursery,"['school', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.51,0.39,Orsett,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.7,0.24,18 Kilnfield,Central Blinds Ltd,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
51.62,0.52,68-2 Guernsey Gardens,Wickford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.7,1-95 Burdett Ave,S M Trade-In,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Gauntlet Risk Management (Southend),"['insurance_agency', 'point_of_interest', 'establishment']",Happy Vac,"['electronics_store', 'store', 'point_of_interest', 'establishment']",['route']
51.51,0.02,Martindale Avenue,semtech,"['point_of_interest', 'establishment']",Control Tee Inc,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.41,0.21,Sutton at Hone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,-0.02,60-74 Cecil Rd,Colour 7,"['store', 'point_of_interest', 'establishment']",inEbox,"['electronics_store', 'store', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.88,0.62,Na,Na,Na,Na,Na,Na,Na,Na
51.47,0.03,1-6 Holburne Cl,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,-0.17,Battersea Rise,Spear,"['point_of_interest', 'establishment']",StarStock,"['point_of_interest', 'establishment']",Bolingbroke Grove (Stop SC),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.36,0.16,Crockenhill,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.88,0.76,Na,Na,Na,Na,Na,Na,Na,Na
51.99,1.02,A12,East Bergholt,"['locality', 'political']",Na,Na,Na,Na,['route']
51.49,-0.08,Park Garage Group,214-206 A2,['route'],Cosy Studio Flat London,"['lodging', 'point_of_interest', 'establishment']",New Wing Fu,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","['car_repair', 'point_of_interest', 'establishment']"
52.05,1.12,7 Robin Dr,Curlew Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Curlew Road,"['transit_station', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",['route']
51.45,0.1,262-232 Days Ln,Slimm Construction Ltd,"['roofing_contractor', 'point_of_interest', 'establishment']",Sidcup,"['locality', 'political']",Na,Na,['route']
51.82,0.66,Na,Na,Na,Na,Na,Na,Na,Na
51.51,0.22,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,-0.12,1-30 Beech Rd,DP London Builders,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Halo Paczka,"['moving_company', 'point_of_interest', 'establishment']",Divorce Help Services,"['lawyer', 'point_of_interest', 'establishment']",['route']
51.53,-0.5,Iver,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.99,1.01,East Bergholt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.02,1.08,32 A12,Na,Na,Na,Na,Na,Na,['route']
51.58,0.48,18-5 Peldon Pavement,Basildon,"['locality', 'political']",Na,Na,Na,Na,['route']
52.01,1.06,Na,Na,Na,Na,Na,Na,Na,Na
51.9,0.85,West Bergholt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,-0.53,Denham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.34,Ingrave,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,-0.25,290-294 Neasden Ln,Neasden Hardware,"['hardware_store', 'store', 'point_of_interest', 'establishment']",Kebabish Original,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",Tennessee Chicken,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",['route']
51.68,0.38,Back Lane,Ingatestone,"['locality', 'political']",Na,Na,Na,Na,['route']
51.76,-0.42,Na,Na,Na,Na,Na,Na,Na,Na
51.62,-0.53,Hornhill Road,Chalfont Saint Peter,"['locality', 'political']",Na,Na,Na,Na,['route']
51.93,0.95,Ardleigh,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.67,-0.49,Sarratt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,-0.54,Gerrards Cross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.77,0.47,34-22 Broomhall Rd,Broomfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.64,0.43,148 Stock Rd,Mayflower Centre,"['point_of_interest', 'establishment']",Billericay,"['locality', 'political']",Na,Na,['route']
51.48,0.25,53-67 Windermere Ave,Eurovanman European Removals / Man and Van Europe,"['moving_company', 'point_of_interest', 'establishment']",Ela Partyka Photography,"['point_of_interest', 'establishment']",Purfleet,"['locality', 'political']",['route']
52.06,1.2,242-188 Heath Rd,M.M Electrical Services,"['electrician', 'point_of_interest', 'establishment']",John Reynolds Soft Tissue Therapy,"['point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",['route']
52.04,1.2,548-500 Felixstowe Rd,Suffolk Felt Roofing & Son,"['roofing_contractor', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",Na,Na,['route']
51.87,0.52,Queenborough Lane,Braintree,"['locality', 'political']",Na,Na,Na,Na,['route']
51.64,0.3,Brentwood,Pilgrims Hatch,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.66,0.44,Stock,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.65,-0.06,Great Cambridge Road,Starbucks Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Southbury Road (Stop U),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Enfield,"['locality', 'political']",['route']
51.54,0.66,Cliff Parade,Serendipity,"['point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",Na,Na,['route']
52,1.06,Station Road,Oakfield,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Oakfield,"['transit_station', 'point_of_interest', 'establishment']",Oakfield,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.84,0.71,20 Worlds End Ln,Feering,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.25,Upminster,Barchester - Derham House Care Home,"['health', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
52.02,1.14,Vicarage Lane,Wherstead,"['locality', 'political']",Na,Na,Na,Na,['route']
51.61,0.56,A130,Na,Na,Na,Na,Na,Na,['route']
52.07,1.11,A14,Ipswich,"['locality', 'political']",Na,Na,Na,Na,['route']
51.76,0.13,276-259 Carters Mead,Alibaba,"['point_of_interest', 'establishment']",DIAMOND BRANDING LTD,"['point_of_interest', 'establishment']",Harlow,"['locality', 'political']",['route']
51.57,0.71,Rochford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.17,126-97 Lower Mardyke Ave,Orchard Village Development,"['point_of_interest', 'establishment']",Greengage Court,"['point_of_interest', 'establishment']",Rainham,"['locality', 'political']",['route']
51.67,0.53,Na,Na,Na,Na,Na,Na,Na,Na
51.5,-0.45,Hayes,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.32,0.16,Na,Na,Na,Na,Na,Na,Na,Na
51.45,0.13,Bexleyheath,Bexleyheath Golf Course,"['premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.46,0.04,1-11 Briset Rd,DDA Performing Arts,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.39,0.2,1-13 Button St,Na,Na,Na,Na,Na,Na,['route']
51.89,0.93,Geranium Walk,juju,"['point_of_interest', 'establishment']",Colchester,"['locality', 'political']",Na,Na,['route']
51.26,-0.13,Merstham,Bletchingley,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.6,-0.17,Saint Martin's Road,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,0.29,Tamarisk Road,South Ockendon,"['locality', 'political']",Na,Na,Na,Na,['route']
